city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Eastland,Eastland,TX,Texas,48133,Eastland,32.4024,-98.8176,3631,319.8,shape,FALSE,TRUE,America/Chicago,3,76448,1840020764
West Columbia,West Columbia,TX,Texas,48039,Brazoria,29.1422,-95.6491,3631,537.6,shape,FALSE,TRUE,America/Chicago,3,77486,1840022237
Gravette,Gravette,AR,Arkansas,05007,Benton,36.4291,-94.3712,3629,91.6,shape,FALSE,TRUE,America/Chicago,3,72739 72736,1840013318
Johnson,Johnson,AR,Arkansas,05143,Washington,36.1328,-94.1757,3628,387.7,shape,FALSE,TRUE,America/Chicago,3,72704 72762 72741,1840014482
Escatawpa,Escatawpa,MS,Mississippi,28059,Jackson,30.4912,-88.5495,3626,209.6,shape,FALSE,FALSE,America/Chicago,3,39562,1840013105
Rollingwood,Rollingwood,CA,California,06013,Contra Costa,37.9654,-122.3306,3623,3192.2,shape,FALSE,FALSE,America/Los_Angeles,2,94806,1840028352
Linwood,Linwood,PA,Pennsylvania,42045,Delaware,39.8254,-75.4253,3623,2153.3,shape,FALSE,FALSE,America/New_York,2,19061,1840035067
Upper Greenwood Lake,Upper Greenwood Lake,NJ,New Jersey,34031,Passaic,41.1856,-74.3787,3621,510.4,shape,FALSE,FALSE,America/New_York,3,07421,1840081457
Etowah,Etowah,TN,Tennessee,47107,McMinn,35.3381,-84.5282,3621,494.7,shape,FALSE,TRUE,America/New_York,3,37331,1840013430
Palmyra,Palmyra,MO,Missouri,29127,Marion,39.7978,-91.5265,3620,450.5,shape,FALSE,TRUE,America/Chicago,3,63461,1840009525
North Wildwood,North Wildwood,NJ,New Jersey,34009,Cape May,39.0033,-74.8006,3620,810.2,shape,FALSE,TRUE,America/New_York,3,08260,1840001597
Norton,Norton,VA,Virginia,51720,Norton,36.9314,-82.6262,3620,186.9,shape,FALSE,TRUE,America/New_York,3,24273,1840003870
Key Center,Key Center,WA,Washington,53053,Pierce,47.3376,-122.7506,3619,95.5,shape,FALSE,FALSE,America/Los_Angeles,3,98349 98329 98394 98395,1840023833
High Point,High Point,FL,Florida,12053,Hernando,28.5475,-82.5206,3618,281.6,shape,FALSE,FALSE,America/New_York,3,34613,1840029105
Vine Hill,Vine Hill,CA,California,06013,Contra Costa,38.007,-122.0873,3617,929.8,shape,FALSE,FALSE,America/Los_Angeles,3,94553,1840018902
Tuckerton,Tuckerton,NJ,New Jersey,34029,Ocean,39.5973,-74.3306,3616,415.2,shape,FALSE,TRUE,America/New_York,3,08087,1840001495
Franklinton,Franklinton,LA,Louisiana,22117,Washington,30.848,-90.1459,3615,319.4,shape,FALSE,TRUE,America/Chicago,3,70438,1840017147
Fort Defiance,Fort Defiance,AZ,Arizona,04001,Apache,35.7477,-109.0674,3614,217.8,shape,FALSE,FALSE,America/Denver,3,86504,1840017675
East Basin,East Basin,UT,Utah,49043,Summit,40.7359,-111.4708,3613,155,shape,FALSE,FALSE,America/Denver,3,84098,1840142115
Lordship,Lordship,CT,Connecticut,09120,Greater Bridgeport,41.1533,-73.1197,3613,1666.4,shape,FALSE,FALSE,America/New_York,3,06615,1840044589
Buies Creek,Buies Creek,NC,North Carolina,37085,Harnett,35.4082,-78.7414,3613,461.1,shape,FALSE,FALSE,America/New_York,3,27546 27506,1840013433
Jasper,Jasper,TN,Tennessee,47115,Marion,35.0663,-85.6227,3610,141.6,shape,FALSE,TRUE,America/Chicago,3,37347,1840016428
Gibson City,Gibson City,IL,Illinois,17053,Ford,40.4665,-88.3788,3609,600.4,shape,FALSE,TRUE,America/Chicago,3,60936,1840029738
Melrose,Melrose,MN,Minnesota,27145,Stearns,45.6757,-94.8128,3608,438.9,shape,FALSE,TRUE,America/Chicago,3,56352,1840007782
Delshire,Delshire,OH,Ohio,39061,Hamilton,39.0884,-84.5949,3607,1996.9,shape,FALSE,TRUE,America/New_York,3,45238,1840042360
Laguna Vista,Laguna Vista,TX,Texas,48061,Cameron,26.1097,-97.2968,3605,288.4,shape,FALSE,TRUE,America/Chicago,3,78578,1840022264
Greensboro,Greensboro,GA,Georgia,13133,Greene,33.5687,-83.1872,3603,201.4,shape,FALSE,TRUE,America/New_York,3,30642,1840013744
Boiling Springs,Boiling Springs,PA,Pennsylvania,42041,Cumberland,40.1592,-77.1391,3602,563.4,shape,FALSE,FALSE,America/New_York,3,17007,1840005484
North Lakeville,North Lakeville,MA,Massachusetts,25023,Plymouth,41.862,-70.9411,3602,275.7,shape,FALSE,FALSE,America/New_York,3,02347,1840031242
Barnesville,Barnesville,OH,Ohio,39013,Belmont,39.9888,-81.1728,3602,678.3,shape,FALSE,TRUE,America/New_York,3,43713,1840012380
Shavano Park,Shavano Park,TX,Texas,48029,Bexar,29.5861,-98.5563,3602,422.7,shape,FALSE,TRUE,America/Chicago,3,78231 78230 78249,1840022222
Clifton Knolls-Mill Creek,Clifton Knolls-Mill Creek,NY,New York,36091,Saratoga,42.8482,-73.8082,3601,877.7,shape,FALSE,FALSE,America/New_York,3,12065,1840153012
Ballinger,Ballinger,TX,Texas,48399,Runnels,31.7394,-99.9559,3599,397.1,shape,FALSE,TRUE,America/Chicago,3,76821,1840019517
Two Harbors,Two Harbors,MN,Minnesota,27075,Lake,47.0302,-91.6752,3598,424.5,shape,FALSE,TRUE,America/Chicago,3,55616,1840009960
Marin City,Marin City,CA,California,06041,Marin,37.871,-122.5137,3597,2587.5,shape,FALSE,FALSE,America/Los_Angeles,2,94965,1840026767
Shenandoah,Shenandoah,TX,Texas,48339,Montgomery,30.184,-95.4557,3597,710.8,shape,FALSE,TRUE,America/Chicago,3,77381 77384 77380 77385,1840022173
East Sandwich,East Sandwich,MA,Massachusetts,25001,Barnstable,41.7365,-70.4341,3597,184.8,shape,FALSE,FALSE,America/New_York,3,02537,1840003239
Walton Park,Walton Park,NY,New York,36071,Orange,41.3142,-74.2237,3592,449.6,shape,FALSE,FALSE,America/New_York,3,10950,1840004864
Sweeny,Sweeny,TX,Texas,48039,Brazoria,29.0463,-95.6988,3592,697.6,shape,FALSE,TRUE,America/Chicago,3,77480,1840022236
Brices Creek,Brices Creek,NC,North Carolina,37049,Craven,35.0505,-77.0844,3592,176.7,shape,FALSE,FALSE,America/New_York,3,28562,1840033011
Roebling,Roebling,NJ,New Jersey,34005,Burlington,40.1167,-74.7775,3591,1399.6,shape,FALSE,FALSE,America/New_York,3,08554,1840024353
Halfway House,Halfway House,PA,Pennsylvania,42091,Montgomery,40.2796,-75.6405,3591,660.4,shape,FALSE,FALSE,America/New_York,3,19464,1840035425
Locust Valley,Locust Valley,NY,New York,36059,Nassau,40.8783,-73.5884,3591,1529.9,shape,FALSE,FALSE,America/New_York,3,11560,1840005272
Piggott,Piggott,AR,Arkansas,05021,Clay,36.3858,-90.2016,3589,256.8,shape,FALSE,TRUE,America/Chicago,3,72454,1840014457
Eagle Grove,Eagle Grove,IA,Iowa,19197,Wright,42.6662,-93.9024,3588,338.3,shape,FALSE,TRUE,America/Chicago,3,50533,1840008032
Austin,Austin,IN,Indiana,18143,Scott,38.7417,-85.8117,3588,436.7,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47102,1840010757
New Hope,New Hope,MS,Mississippi,28087,Lowndes,33.4521,-88.3399,3587,275.3,shape,FALSE,FALSE,America/Chicago,3,39702,1840013745
Manchester,Manchester,GA,Georgia,13199,Meriwether,32.8565,-84.6329,3587,172.8,shape,FALSE,TRUE,America/New_York,3,31816 31830,1840015749
Redwood,Redwood,TX,Texas,48187,Guadalupe,29.81,-97.9103,3586,215,shape,FALSE,FALSE,America/Chicago,3,78666,1840019638
Newcomerstown,Newcomerstown,OH,Ohio,39157,Tuscarawas,40.2762,-81.5949,3585,483.4,shape,FALSE,TRUE,America/New_York,3,43832,1840012093
High Bridge,High Bridge,NJ,New Jersey,34019,Hunterdon,40.6684,-74.894,3584,578.7,shape,FALSE,TRUE,America/New_York,3,08829,1840003609
Squaw Valley,Squaw Valley,CA,California,06019,Fresno,36.6997,-119.1995,3584,21.8,shape,FALSE,FALSE,America/Los_Angeles,3,93675,1840018940
Hanover,Hanover,IN,Indiana,18077,Jefferson,38.7133,-85.4725,3584,622.9,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47243,1840013778
Wyboo,Wyboo,SC,South Carolina,45027,Clarendon,33.5613,-80.2148,3582,92.4,shape,FALSE,FALSE,America/New_York,4,29102 29148,1840153106
Islandia,Islandia,NY,New York,36103,Suffolk,40.8069,-73.1711,3581,624.5,shape,FALSE,TRUE,America/New_York,3,11749,1840005120
Lake Land'Or,Lake Land'Or,VA,Virginia,51033,Caroline,38.017,-77.5593,3581,305.6,shape,FALSE,TRUE,America/New_York,3,22546,1840043221
Osage,Osage,IA,Iowa,19131,Mitchell,43.2827,-92.8113,3578,616.5,shape,FALSE,TRUE,America/Chicago,3,50461,1840009032
Perham,Perham,MN,Minnesota,27111,Otter Tail,46.5999,-95.5771,3577,386.1,shape,FALSE,TRUE,America/Chicago,3,56573,1840008852
North Cape May,North Cape May,NJ,New Jersey,34009,Cape May,38.9804,-74.9509,3577,688.6,shape,FALSE,FALSE,America/New_York,3,08204,1840005866
St. Augusta,St. Augusta,MN,Minnesota,27145,Stearns,45.4498,-94.1995,3576,46.5,shape,FALSE,TRUE,America/Chicago,3,55320 56301 56397 56398,1840008880
Del Monte Forest,Del Monte Forest,CA,California,06053,Monterey,36.5854,-121.9434,3576,172,shape,FALSE,FALSE,America/Los_Angeles,3,93953,1840019016
Silt,Silt,CO,Colorado,08045,Garfield,39.5483,-107.6531,3575,820.4,shape,FALSE,TRUE,America/Denver,3,81652,1840022432
O'Neill,O'Neill,NE,Nebraska,31089,Holt,42.461,-98.6465,3574,590,shape,FALSE,TRUE,America/Chicago,3,68763,1840000406
Kane,Kane,PA,Pennsylvania,42083,McKean,41.6631,-78.8094,3573,881.3,shape,FALSE,TRUE,America/New_York,3,16735,1840000525
Benton Heights,Benton Heights,MI,Michigan,26021,Berrien,42.1211,-86.4137,3572,357.4,shape,FALSE,FALSE,America/Detroit,3,49022,1840004700
Wheatland,Wheatland,WY,Wyoming,56031,Platte,42.0517,-104.9595,3570,335.3,shape,FALSE,TRUE,America/Denver,3,82201,1840022368
Ahtanum,Ahtanum,WA,Washington,53077,Yakima,46.5573,-120.6138,3570,178.5,shape,FALSE,FALSE,America/Los_Angeles,3,98903 98908 98909,1840017368
Lloyd Harbor,Lloyd Harbor,NY,New York,36103,Suffolk,40.9138,-73.4616,3570,147.7,shape,FALSE,TRUE,America/New_York,3,11743 11724,1840005123
Marietta-Alderwood,Marietta-Alderwood,WA,Washington,53073,Whatcom,48.7934,-122.5573,3569,236.9,shape,FALSE,TRUE,America/Los_Angeles,3,98225 98226,1840073928
Hacienda San José,Hacienda San Jose,PR,Puerto Rico,72025,Caguas,18.2409,-66.0721,3569,2454.6,shape,FALSE,TRUE,America/Puerto_Rico,2,00727,1630025216
Bonanza,Bonanza,GA,Georgia,13063,Clayton,33.4589,-84.3379,3567,1313.6,shape,FALSE,FALSE,America/New_York,3,30228 30238,1840029445
Oakland,Oakland,FL,Florida,12095,Orange,28.5535,-81.636,3566,566.4,shape,FALSE,TRUE,America/New_York,3,34760 34787 34740,1840015097
SUNY Oswego,SUNY Oswego,NY,New York,36075,Oswego,43.4515,-76.5439,3565,4503.3,shape,FALSE,TRUE,America/New_York,2,13126,1840043282
Celada,Celada,PR,Puerto Rico,72063,Gurabo,18.2667,-65.9621,3564,2057.8,shape,FALSE,FALSE,America/Puerto_Rico,2,00778,1630023584
Blackshear,Blackshear,GA,Georgia,13229,Pierce,31.2954,-82.2453,3562,271.8,shape,FALSE,TRUE,America/New_York,3,31516,1840013870
Lyons,Lyons,KS,Kansas,20159,Rice,38.3462,-98.2045,3562,518.2,shape,FALSE,TRUE,America/Chicago,3,67554,1840001662
Compo,Compo,CT,Connecticut,09190,Western Connecticut,41.1225,-73.3516,3561,812.6,shape,FALSE,FALSE,America/New_York,3,06880 06888,1840044471
Palo Cedro,Palo Cedro,CA,California,06089,Shasta,40.5658,-122.2425,3561,168.1,shape,FALSE,FALSE,America/Los_Angeles,3,96073,1840018731
Kensington Park,Kensington Park,FL,Florida,12115,Sarasota,27.3578,-82.4942,3561,1422,shape,FALSE,FALSE,America/New_York,3,34235 34230,1840029046
Elgin,Elgin,OK,Oklahoma,40031,Comanche,34.7849,-98.301,3560,367.9,shape,FALSE,TRUE,America/Chicago,3,73538,1840020476
Saylorville,Saylorville,IA,Iowa,19153,Polk,41.6809,-93.628,3559,202.4,shape,FALSE,FALSE,America/Chicago,3,50023 50313,1840004800
Benton City,Benton City,WA,Washington,53005,Benton,46.2622,-119.4812,3559,552.2,shape,FALSE,TRUE,America/Los_Angeles,3,99320,1840018480
Canyon Creek,Canyon Creek,WA,Washington,53061,Snohomish,48.1157,-121.9832,3556,224.9,shape,FALSE,TRUE,America/Los_Angeles,3,98223 98252,1840074181
Mission Hills,Mission Hills,KS,Kansas,20091,Johnson,39.0141,-94.6172,3556,673.5,shape,FALSE,TRUE,America/Chicago,3,66208,1840003832
Ponderosa Park,Ponderosa Park,CO,Colorado,08039,Elbert,39.3987,-104.6355,3556,95.1,shape,FALSE,FALSE,America/Denver,3,80107,1840028453
Ozark,Ozark,AR,Arkansas,05047,Franklin,35.4991,-93.8438,3555,173.1,shape,FALSE,TRUE,America/Chicago,3,72949 72820,1840014531
Mattawa,Mattawa,WA,Washington,53025,Grant,46.737,-119.9043,3553,1370,shape,FALSE,TRUE,America/Los_Angeles,3,99349,1840022292
Ketchum,Ketchum,ID,Idaho,16013,Blaine,43.6867,-114.373,3551,427.6,shape,FALSE,TRUE,America/Boise,3,83340,1840020029
Stanhope,Stanhope,NJ,New Jersey,34037,Sussex,40.9141,-74.7027,3551,745.9,shape,FALSE,TRUE,America/New_York,3,07874,1840000788
Spring City,Spring City,PA,Pennsylvania,42029,Chester,40.1768,-75.5466,3551,1786.1,shape,FALSE,TRUE,America/New_York,3,19475,1840001435
Manor,Manor,PA,Pennsylvania,42129,Westmoreland,40.3459,-79.6693,3550,716.6,shape,FALSE,TRUE,America/New_York,3,15642 15665 15636,1840001145
Broad Brook,Broad Brook,CT,Connecticut,09110,Capitol,41.9097,-72.5426,3550,231.3,shape,FALSE,FALSE,America/New_York,3,06016,1840004776
Lake Clarke Shores,Lake Clarke Shores,FL,Florida,12099,Palm Beach,26.6461,-80.0752,3550,1485.5,shape,FALSE,TRUE,America/New_York,3,33406,1840017257
Fairview,Fairview,NC,North Carolina,37179,Union,35.1545,-80.5345,3549,45.7,shape,FALSE,TRUE,America/New_York,3,28110 28079,1840016456
Toledo,Toledo,OR,Oregon,41041,Lincoln,44.6198,-123.9341,3547,616,shape,FALSE,TRUE,America/Los_Angeles,3,97391,1840021234
Hazlehurst,Hazlehurst,MS,Mississippi,28029,Copiah,31.8646,-90.3929,3547,309.1,shape,FALSE,TRUE,America/Chicago,3,39083,1840014933
Mount Healthy Heights,Mount Healthy Heights,OH,Ohio,39061,Hamilton,39.2702,-84.5693,3547,1865.4,shape,FALSE,FALSE,America/New_York,3,45231,1840034389
Tolono,Tolono,IL,Illinois,17019,Champaign,39.9914,-88.2625,3546,664.2,shape,FALSE,TRUE,America/Chicago,3,61880,1840012239
Carthage,Carthage,NY,New York,36045,Jefferson,43.9837,-75.6021,3546,564.5,shape,FALSE,TRUE,America/New_York,3,13619,1840004125
El Dorado Springs,El Dorado Springs,MO,Missouri,29039,Cedar,37.8694,-94.0196,3545,444.1,shape,FALSE,TRUE,America/Chicago,3,64744,1840008710
Carey,Carey,OH,Ohio,39175,Wyandot,40.9497,-83.3831,3544,633.8,shape,FALSE,TRUE,America/New_York,3,43316,1840010347
Aguas Buenas,Aguas Buenas,PR,Puerto Rico,72007,Aguas Buenas,18.2573,-66.1061,3544,1394.2,shape,FALSE,FALSE,America/Puerto_Rico,3,00703,1630035606
Centerville,Centerville,TN,Tennessee,47081,Hickman,35.8042,-87.4577,3543,127.1,shape,FALSE,TRUE,America/Chicago,3,37033,1840016240
Netcong,Netcong,NJ,New Jersey,34027,Morris,40.8985,-74.7019,3543,1644.3,shape,FALSE,TRUE,America/New_York,3,07857,1840003580
Pendleton,Pendleton,SC,South Carolina,45007,Anderson,34.6451,-82.7818,3542,278.7,shape,FALSE,TRUE,America/New_York,3,29670,1840016578
Waterloo,Waterloo,WI,Wisconsin,55055,Jefferson,43.1835,-88.9899,3542,360.4,shape,FALSE,TRUE,America/Chicago,3,53594,1840002999
Mill Bay,Mill Bay,AK,Alaska,02150,Kodiak Island,57.8185,-152.3657,3541,397,shape,FALSE,FALSE,America/Anchorage,3,99615,1840144722
Holt,Holt,AL,Alabama,01125,Tuscaloosa,33.2302,-87.4827,3540,432,shape,FALSE,FALSE,America/Chicago,3,35404,1840013753
Riverside,Riverside,NY,New York,36103,Suffolk,40.9093,-72.6695,3538,516.2,shape,FALSE,FALSE,America/New_York,3,11901,1840142078
Gunnison,Gunnison,UT,Utah,49039,Sanpete,39.1569,-111.8135,3537,285.1,shape,FALSE,TRUE,America/Denver,3,84634,1840037159
Chattahoochee Hills,Chattahoochee Hills,GA,Georgia,13121,Fulton,33.5694,-84.7441,3537,23.4,shape,FALSE,TRUE,America/New_York,3,30268 30213,1840022892
Wadsworth,Wadsworth,IL,Illinois,17097,Lake,42.4448,-87.9202,3535,138.6,shape,FALSE,TRUE,America/Chicago,3,60099 60083,1840011183
Hansville,Hansville,WA,Washington,53035,Kitsap,47.8979,-122.5579,3533,128.7,shape,FALSE,FALSE,America/Los_Angeles,3,98340 98346,1840023796
Seymour,Seymour,WI,Wisconsin,55087,Outagamie,44.5142,-88.3271,3532,488.7,shape,FALSE,TRUE,America/Chicago,3,54165,1840002410
Manti,Manti,UT,Utah,49039,Sanpete,39.2668,-111.6351,3532,423.4,shape,FALSE,TRUE,America/Denver,3,84642,1840020206
Los Prados,Los Prados,PR,Puerto Rico,72025,Caguas,18.233,-66.0621,3530,1921.2,shape,FALSE,TRUE,America/Puerto_Rico,3,00727,1630025219
Cleveland,Cleveland,GA,Georgia,13311,White,34.597,-83.7622,3529,351.3,shape,FALSE,TRUE,America/New_York,3,30528,1840014665
Roland,Roland,OK,Oklahoma,40135,Sequoyah,35.4147,-94.5137,3527,388.3,shape,FALSE,TRUE,America/Chicago,3,74954 74948,1840021750
Oakwood,Oakwood,OH,Ohio,39035,Cuyahoga,41.3669,-81.5036,3526,394.7,shape,FALSE,TRUE,America/New_York,3,44146,1840144439
Beaver Dam,Beaver Dam,KY,Kentucky,21183,Ohio,37.4042,-86.8741,3526,448.1,shape,FALSE,TRUE,America/Chicago,3,42320,1840013232
Northfield,Northfield,OH,Ohio,39153,Summit,41.3427,-81.5285,3525,1299.5,shape,FALSE,TRUE,America/New_York,3,44067,1840000799
Avondale Estates,Avondale Estates,GA,Georgia,13089,DeKalb,33.7699,-84.2648,3525,1112.8,shape,FALSE,TRUE,America/New_York,3,30002,1840013702
Hainesville,Hainesville,IL,Illinois,17097,Lake,42.3415,-88.0686,3524,736.7,shape,FALSE,TRUE,America/Chicago,3,60073 60030,1840011153
Broken Bow,Broken Bow,NE,Nebraska,31041,Custer,41.4051,-99.6408,3524,673.7,shape,FALSE,TRUE,America/Chicago,3,68822,1840003347
Planada,Planada,CA,California,06047,Merced,37.2902,-120.3217,3524,781.4,shape,FALSE,FALSE,America/Los_Angeles,3,95365 95333,1840018932
Nowata,Nowata,OK,Oklahoma,40105,Nowata,36.6985,-95.6372,3522,399.4,shape,FALSE,TRUE,America/Chicago,3,74048,1840020337
Lake Delton,Lake Delton,WI,Wisconsin,55111,Sauk,43.5932,-89.7841,3522,178.7,shape,FALSE,TRUE,America/Chicago,3,53965 53913 53940,1840002718
Mahanoy City,Mahanoy City,PA,Pennsylvania,42107,Schuylkill,40.8126,-76.1382,3522,2667.9,shape,FALSE,TRUE,America/New_York,2,17948,1840002763
Geneva,Geneva,FL,Florida,12117,Seminole,28.7377,-81.1143,3520,106.8,shape,FALSE,FALSE,America/New_York,3,32732,1840014069
Village Green,Village Green,NY,New York,36067,Onondaga,43.1323,-76.3108,3518,1177.1,shape,FALSE,FALSE,America/New_York,3,13027,1840034064
River Road,River Road,NC,North Carolina,37013,Beaufort,35.5107,-76.9898,3518,191.6,shape,FALSE,FALSE,America/New_York,3,27889,1840033022
Mountain Home,Mountain Home,NC,North Carolina,37089,Henderson,35.3708,-82.5021,3518,360.2,shape,FALSE,FALSE,America/New_York,3,28792 28791 28758,1840013448
Indianola,Indianola,WA,Washington,53035,Kitsap,47.7564,-122.5158,3517,258.4,shape,FALSE,FALSE,America/Los_Angeles,3,98342 98346 98370,1840017337
Northern Cambria,Northern Cambria,PA,Pennsylvania,42021,Cambria,40.6561,-78.7783,3515,451.1,shape,FALSE,TRUE,America/New_York,3,15714 15775,1840001097
Westway,Westway,TX,Texas,48141,El Paso,31.9603,-106.576,3515,1181.2,shape,FALSE,FALSE,America/Denver,3,79835,1840019525
Day Valley,Day Valley,CA,California,06087,Santa Cruz,37.0255,-121.8559,3514,73.3,shape,FALSE,FALSE,America/Los_Angeles,3,95076 95003,1840028365
Midway North,Midway North,TX,Texas,48215,Hidalgo,26.1872,-98.0189,3514,784.1,shape,FALSE,TRUE,America/Chicago,3,78537 78599,1840034872
Black River Falls,Black River Falls,WI,Wisconsin,55053,Jackson,44.2981,-90.842,3514,324.2,shape,FALSE,TRUE,America/Chicago,3,54615,1840002397
Milbank,Milbank,SD,South Dakota,46051,Grant,45.2195,-96.6338,3513,488.9,shape,FALSE,TRUE,America/Chicago,3,57252,1840002099
Paulding,Paulding,OH,Ohio,39125,Paulding,41.1424,-84.5824,3513,565.8,shape,FALSE,TRUE,America/New_York,3,45879,1840011727
Smithton,Smithton,IL,Illinois,17163,St. Clair,38.4159,-89.9902,3512,300.7,shape,FALSE,TRUE,America/Chicago,3,62220 62285,1840012878
Bunnell,Bunnell,FL,Florida,12035,Flagler,29.4193,-81.3231,3511,9.9,shape,FALSE,TRUE,America/New_York,3,32110,1840014036
Triana,Triana,AL,Alabama,01089,Madison,34.5888,-86.7489,3510,483.8,shape,FALSE,TRUE,America/Chicago,3,35756,1840016520
Leesburg,Leesburg,GA,Georgia,13177,Lee,31.7324,-84.1688,3509,275.8,shape,FALSE,TRUE,America/New_York,3,31763,1840014940
Gloucester Courthouse,Gloucester Courthouse,VA,Virginia,51073,Gloucester,37.4053,-76.526,3509,194.3,shape,FALSE,FALSE,America/New_York,3,23061,1840037468
Clearview,Clearview,WA,Washington,53061,Snohomish,47.8292,-122.1451,3508,291.9,shape,FALSE,FALSE,America/Los_Angeles,3,98296 98072 98012,1840023773
Elroy,Elroy,NC,North Carolina,37191,Wayne,35.3308,-77.9226,3507,207.2,shape,FALSE,FALSE,America/New_York,3,27534,1840013071
Holden Lakes,Holden Lakes,FL,Florida,12095,Orange,28.5013,-81.3878,3506,1317.8,shape,FALSE,TRUE,America/New_York,3,32805 32839 32855,1840000581
Hot Springs,Hot Springs,SD,South Dakota,46047,Fall River,43.4195,-103.4657,3506,311.9,shape,FALSE,TRUE,America/Denver,3,57747,1840002868
Buckhorn,Buckhorn,CA,California,06005,Amador,38.4548,-120.5323,3506,274.5,shape,FALSE,FALSE,America/Los_Angeles,3,95666 95644,1840025656
Riverton,Riverton,IL,Illinois,17167,Sangamon,39.8456,-89.5363,3506,420.6,shape,FALSE,TRUE,America/Chicago,3,62561,1840012448
Laureles,Laureles,TX,Texas,48061,Cameron,26.1168,-97.4875,3505,281.9,shape,FALSE,FALSE,America/Chicago,3,78566 78568,1840018327
Midway,Midway,FL,Florida,12039,Gadsden,30.4995,-84.4582,3504,140.7,shape,FALSE,TRUE,America/New_York,3,32343,1840015021
Flat Rock,Flat Rock,NC,North Carolina,37089,Henderson,35.2678,-82.4526,3502,167,shape,FALSE,TRUE,America/New_York,3,28739 28731,1840017857
Marianna,Marianna,AR,Arkansas,05077,Lee,34.7736,-90.7674,3502,374.1,shape,FALSE,TRUE,America/Chicago,3,72360,1840015534
Plainview,Plainview,MN,Minnesota,27157,Wabasha,44.1648,-92.1697,3501,630.6,shape,FALSE,TRUE,America/Chicago,3,55964,1840008973
West Point,West Point,GA,Georgia,13285,Troup,32.8937,-85.1453,3501,104.7,shape,FALSE,TRUE,America/New_York,3,31833,1840015752
Sauk City,Sauk City,WI,Wisconsin,55111,Sauk,43.2722,-89.7312,3500,843.2,shape,FALSE,TRUE,America/Chicago,3,53583,1840002729
Port St. Joe,Port St. Joe,FL,Florida,12045,Gulf,29.8274,-85.3075,3499,144.2,shape,FALSE,TRUE,America/New_York,3,32456 32457,1840015048
Frazer,Frazer,PA,Pennsylvania,42029,Chester,40.0374,-75.556,3498,638.7,shape,FALSE,FALSE,America/New_York,3,19355,1840153033
